Item Code,Description,Short Desc.,$ Cost,$ Retail,Sale UOM Code,Sale UOM Conv,Item Class,Item Class 2,Item Class 3,Vendor
8059,Diet Coke Post Mix,DietButt,0,0,Each,1,Parent Sale Button,,,Casa Juilia plc
1274,Diplomatico Reserva Double,Diplom50ml,2.2491,9.3,50ml,1,Alcohol,Alcohol - Spirits,Rum Gold,Trafalgar
1275,Diplomatico Reserva Exclusiva Rum,DiplomButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
75,Diplomatico Reserva Exclusiva Rum (Component),DiplomBott,31.5,0,ML,0.0014,Alcohol,Alcohol - Spirits,Rum Gold,Casa Juilia plc
1273,Diplomatico Reserva Single,Diplom25ml,1.12455,4.65,25ml,1,Alcohol,Alcohol - Spirits,Rum Gold,Trafalgar
9048,Disney - Cocktail,DCocktail,1.356,8,Each,1,Alcohol,,,Trafalgar
9011,Distributor Fee £125,Distrib125,0,125,Each,1,Packages,,,Trafalgar
550,DOC Millesimato Prosecco Rose,PRoseButt,0,0,Each,1,Parent Sale Button,,,Enotria
809,DOC Millesimato Prosecco Rose (Component),PRoseBott,6.89,0,ML,0.0013,Alcohol,Alcohol - Sparkling,Prosecco,Enotria
803,DOC Millesimato Prosecco Rose 125ml,PRose125ml,1.148563,10,125ml,1,Alcohol,Alcohol - Sparkling,Prosecco,Enotria
912,DOC Millesimato Prosecco Rose 750ml,PRose750ml,6.89,32,Bottle,1,Alcohol,Alcohol - Sparkling,Prosecco,Enotria
500,Double Espresso,DEspresso,0.11984,2.9,G,1,Hot Drinks,Hot Drinks - Coffee,,Trafalgar
9021,Duck Liver Parfait,DuckLiver,0,8.5,Each,1,Food,Hot Food,Winter Menu,Trafalgar
159,Eager Cloudy Apple (Component),EagApple,1.28,0,Oz,0.0284,Soft Drinks,Soft Drinks - Juices,,Casa Juilia plc
160,Eager Cranberry (Component),EagCranb,1.56,0,Oz,0.0284,Soft Drinks,Soft Drinks - Juices,,Casa Juilia plc
34,Eager Juice,EagButt,0,0,Each,1,Parent Sale Button,,,Casa Juilia plc
161,Eager Orange (Component),EagOrange,1.44,0,Oz,0.0284,Soft Drinks,Soft Drinks - Juices,,Casa Juilia plc
162,Eager Pineapple (Component),EagPineapp,1.52,0,Oz,0.0284,Soft Drinks,Soft Drinks - Juices,,Casa Juilia plc
163,Eager Tomato (Component),EagTomato,1.28,0,Oz,0.0284,Soft Drinks,Soft Drinks - Juices,,Casa Juilia plc
1238,East London Double,EaLond50ml,1.13526,9,50ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1239,East London Gin,EaLondButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
140,East London Gin (Component),EaLondBott,15.9,0,ML,0.0014,Alcohol,Alcohol - Spirits,Gin,Casa Juilia plc
1244,East London Louder Double,Louder50ml,1.48155,9.3,50ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1245,East London Louder Gin,LouderButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
144,East London Louder Gin (Component),LoudrBott,20.75,0,ML,0.0014,Alcohol,Alcohol - Spirits,Gin,Casa Juilia plc
1243,East London Louder Single,Louder25ml,0.740775,4.65,25ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1268,East London Rarer Double,EaRare50ml,1.44585,9.3,50ml,1,Alcohol,Alcohol - Spirits,Rum Dark,Trafalgar
1269,East London Rarer Rum,EaRareButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
145,East London Rarer Rum Dark (Component),EaRareBott,20.25,0,ML,0.0014,Alcohol,Alcohol - Spirits,Rum Dark,Casa Juilia plc
1267,East London Rarer Single,EaRare25ml,0.722925,4.65,25ml,1,Alcohol,Alcohol - Spirits,Rum Dark,Trafalgar
1254,East London Rum,EaRumButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
142,East London Rum (Component),EaRumBott,15.9,0,ML,0.0014,Alcohol,Alcohol - Spirits,Rum White,Casa Juilia plc
1253,East London Rum Double,EaRum50ml,11.3526,9,50ml,1,Alcohol,Alcohol - Spirits,Rum White,Trafalgar
1252,East London Rum Single,EaRum25ml,0.56763,4.5,25ml,1,Alcohol,Alcohol - Spirits,Rum White,Trafalgar
1237,East London Single,EaLond25ml,0.56763,4.5,25ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1302,East London Vodka,ELVodkButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
141,East London Vodka (Component),ELVodkBott,15.9,0,ML,0.0014,Alcohol,Alcohol - Spirits,Vodka,Casa Juilia plc
1301,East London Vodka Double,ELVodk50ml,1.13526,9.3,50ml,1,Alcohol,Alcohol - Spirits,Vodka,Trafalgar
1300,East London Vodka Single,ELVodk25ml,0.56763,4.65,25ml,1,Alcohol,Alcohol - Spirits,Vodka,Trafalgar
157,Elderflower Cordial (Component),ElderCBott,3.2,0,ML,0.002,Alcohol,Alcohol - Spirits,Cordials,Casa Juilia plc
239,ELLC Cans,ELLC Cans,0,0,Each,1,Parent Sale Button,,,Trafalgar
251,ELLC Ginger & Rum Cans,ELLCGinger,1.4625,5.25,Each,1,Alcohol,Alcohol - Cans,,Trafalgar
252,ELLC Grapefruit G&T Cans,ELLCGrapef,1.4625,5.25,Each,1,Alcohol,Alcohol - Cans,,Trafalgar
1014,ELLC Lime & Vodka Cans,ELLC Lime,1.4625,5.25,Each,1,Alcohol,Alcohol - Cans,,Trafalgar
1015,ELLC Pomegranate & Vodka Cans,ELLCPomeg,1.4625,5.25,Each,1,Alcohol,Alcohol - Cans,,Trafalgar
1016,ELLC Rhubard & Vodka Cans,ELLC Rhuba,1.4625,5.25,Each,1,Alcohol,Alcohol - Cans,,Trafalgar
250,ELLC Watermelon Cucumber & Vodka Cans,ELLCWaterm,1.4625,5.25,Each,1,Alcohol,Alcohol - Cans,,Trafalgar
12,Email Delivery,EmailDeli,0,0,Each,1,Merchandise,,,Trafalgar
191,English Spritz,EngliSprit,2.11015,12.5,Each,1,Alcohol,Alcohol - Wine,,Trafalgar
501,Espresso,Espresso,0.05992,2.5,G,1,Hot Drinks,Hot Drinks - Coffee,,Trafalgar
8018,Event Unlimited Juice,EventJuice,0,3,Each,1,Packages,Soft Drinks,,Trafalgar
8017,Event Unlimited Soft Drink,EventDrink,0,3,Each,1,Packages,Soft Drinks,,Trafalgar
8013,EventPH £15,EPH15,0,15,Each,1,Packages,Food,,Trafalgar
2525,EventPH £25,EPH25,0,25,Each,1,Packages,Food,,Trafalgar
9008,EventPH £30,EPH£30,0,30,Each,1,Packages,Food,,Trafalgar
8014,EventPH £35,EPH35,0,35,Each,1,Packages,Food,,Trafalgar
8015,EventPH £40,EPH40,0,40,Each,1,Packages,Food,,Trafalgar
8016,EventPH £50,EPH50,0,50,Each,1,Packages,Food,,Trafalgar
8038,EventPH £64,EPH64,0,64,Each,1,Packages,Food,,Trafalgar
327,F&F Post Mix,FF PostMix,0,0,Each,1,Soft Drinks,,,Trafalgar
48,Fanta Bibs (Component),FantaOrang,49.5,0,Oz,0.0041,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
8064,Fanta Post Mix,FantaButt,0,0,Each,1,Parent Sale Button,,,Casa Juilia plc
126,Fee Bros Old Fashioned Aromatic (Component),FeeBro,9.85,0,ML,0.0067,Alcohol,Alcohol - Spirits,Bitters,Casa Juilia plc
132,Fernet Branca (Component),FerBraBott,19.9,0,ML,0.0014,Alcohol,Alcohol - Spirits,Digestives,Casa Juilia plc
1437,Fernet Branca Double,FerBra50ml,1.42086,4.25,50ml,1,Alcohol,Alcohol - Spirits,Digestives,Trafalgar
133,Fernet Branca Menta (Component),FerMenBott,19.3,0,ML,0.0014,Alcohol,Alcohol - Spirits,Digestives,Casa Juilia plc
1439,Fernet Branca Menta Double,FerMen50ml,1.37802,4.25,50ml,1,Alcohol,Alcohol - Spirits,Digestives,Trafalgar
148,FeverTree Aromatic Tonic,FTAromatic,0.54,2.25,Each,1,Soft Drinks,,,Casa Juilia plc
149,FeverTree Elderflower Tonic,FTElder,0.54,2.25,Each,1,Soft Drinks,,,Casa Juilia plc
150,FeverTree Ginger Ale,FTGingAle,0.54,2.25,Each,1,Soft Drinks,,,Casa Juilia plc
151,FeverTree Ginger Beer,FTGingBeer,0.54,2.25,Each,1,Soft Drinks,,,Casa Juilia plc
152,FeverTree Indian Tonic Water,FTIndian,0.54,2.25,Each,1,Soft Drinks,,,Casa Juilia plc
153,FeverTree Lemon Tonic,FTLemon,0.54,2.25,Each,1,Soft Drinks,,,Casa Juilia plc
154,FeverTree Lemonade,FTLemonade,0.54,2.25,Each,1,Soft Drinks,,,Casa Juilia plc
155,FeverTree Mediterranean Tonic,FTMedi,0.54,2.25,Each,1,Soft Drinks,,,Casa Juilia plc
236,FeverTree Tonic Waters,FTButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
156,FeveTree Refreshingly Light Tonic,FTLight,0.54,2.25,Each,1,Soft Drinks,,,Casa Juilia plc
479,FF House Wine,FFHouseWin,0,0,Each,1,Alcohol,Alcohol - Wine,,Trafalgar
331,FF Lemonade,FFLemonade,54.3,0,Each,1,Soft Drinks,,,Casa Juilia plc
371,Flapjack,Flapjack,0,2.5,Each,1,Food,Desserts,,Trafalgar
336,Flat White,FlatWhite,0.05992,3.2,G,1,Hot Drinks,Hot Drinks - Coffee,,Trafalgar
8022,Food Extra Charge,FoodExtra,0,1,Each,1,Food,Hot Food,,Trafalgar
8,Founders One Off Subscription,Fds1OffSub,0,450,Each,1,Packages,,,Trafalgar
9,Founders Subscription,FoundSub,0,400,Each,1,Packages,,,Trafalgar
190,French Spritz,FrenchSpri,2.64425,12.5,Each,1,Alcohol,,,Trafalgar
1051,Fresh Fruit Platter,FruitPlat,0,6,Each,1,Food,Desserts,,Trafalgar
1485,Frost Pocket Sauv,FrostButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1481,Frost Pocket Sauv 125ml,Frost125ml,1.025205,4.5,125ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
1482,Frost Pocket Sauv 175ml,Frost175ml,1.434795,6.1,175ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
1483,Frost Pocket Sauv 250ml,Frost250ml,2.049795,8.5,250ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
1484,Frost Pocket Sauv 750ml,Frost750ml,6.15,25,Bottle,1,Alcohol,Alcohol - Wine,White Wines,Enotria
1480,Frost Pocket Sauvignon Blanc (Component),FrostBott,6.15,0,ML,0.0013,Alcohol,Alcohol - Wine,White Wines,Enotria
389,Full-fat milk,Full Fat,0,0,Each,1,Hot Drinks,,,Trafalgar
307,Gavi di Gavi,GaviButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
741,Gavi di Gavi (Component),GaviBott,8.5,0,ML,0.0013,Alcohol,Alcohol - Wine,White Wines,Enotria
742,Gavi di Gavi 125ml,Gavi125ml,1.41695,7.5,125ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
743,Gavi di Gavi 175ml,Gavi175ml,1.98305,9.5,175ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
744,Gavi di Gavi 250ml,Gavi250ml,2.83305,11.9,250ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
746,Gavi di Gavi 750ml,Gavi750ml,8.5,35,Bottle,1,Alcohol,Alcohol - Wine,White Wines,Enotria
1380,Gentleman Jack,GentButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1379,Gentleman Jack Double,Gent50ml,1.9992,10.9,50ml,1,Alcohol,Alcohol - Spirits,Whisky America,Trafalgar
1378,Gentleman Jack Single,Gent25ml,0.9996,5.45,25ml,1,Alcohol,Alcohol - Spirits,Whisky America,Trafalgar
109,Gentleman Jack Whisky (Component),GentBott,28,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky America,Casa Juilia plc
178,GF Stiegl ,GFStiegl,1.5883,5.5,Each,1,Alcohol,Alcohol - Beer,,Euroboozer Ltd
4,Gift Classic Subscription,GFClascSub,0,100,Each,1,Packages,,,Trafalgar
5,Gift Gold Subscription,GFGoldSub,0,150,Each,1,Packages,,,Trafalgar
1217,Gin Mare Double,Mare50ml,1.84926,9.3,50ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1218,Gin Mare Gin,MareButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
56,Gin Mare Gin (Component),GinMarBott,25.9,0,ML,0.0014,Alcohol,Alcohol - Spirits,Gin,Casa Juilia plc
1216,Gin Mare Single,Mare25ml,0.92463,4.65,25ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
10003,GinTonic Botanist and Med FT,BotMedFT,2.311,10.5,Each,1,Alcohol,,,Trafalgar
416,GinTonic Chase Pink Pom and Med FT,ChaseMedFT,2.493,10.5,Each,1,Alcohol,,,Trafalgar
414,GinTonic Hendricks & Elderflower FT,HendEldFT,2.143,10.5,Each,1,Alcohol,,,Trafalgar
413,GinTonic Kew and Indian FT,KewIndFT,2.073,10.5,Each,1,Alcohol,,,Trafalgar
417,GinTonic Mare and Med FT,MareMedFT,2.353,10.5,Each,1,Alcohol,,,Trafalgar
415,GinTonic Rhubard Ginger Ale,RhubGinger,2.311,10.5,Each,1,Alcohol,,,Trafalgar
418,GinTonic Tanq0% and Light FT,Tanq0 Ligh,1.3555,10.5,Each,1,Alcohol,,,Trafalgar
412,GinTonic Tanqueray and Aromatic FT,TanqAroFT,2.8045,10.5,Each,1,Alcohol,,,Trafalgar
1020,Glass of Apple Juice,GlassApple,0.363648,3,Oz,1,Soft Drinks,Soft Drinks - Juices,,Casa Juilia plc
1021,Glass of Cranberry Juice,GlassCranb,0.443196,3,Oz,1,Soft Drinks,Soft Drinks - Juices,,Casa Juilia plc
1022,Glass of Orange Juice,GlassOrang,0.409104,3,Oz,1,Soft Drinks,Soft Drinks - Juices,,Casa Juilia plc
1023,Glass of Pineapple Juice,GlassPine,0.431832,3,Oz,1,Soft Drinks,Soft Drinks - Juices,,Casa Juilia plc
1024,Glass of Tomato Juice,GlassTomat,0.363648,3,Oz,1,Soft Drinks,Soft Drinks - Juices,,Casa Juilia plc
1331,Glenfiddich 12yr Double,Glenf50ml,1.61364,9.9,50ml,1,Alcohol,Alcohol - Spirits,Whisky Single Malt,Trafalgar
1330,Glenfiddich 12yr Single,Glenf25ml,0.80682,4.95,25ml,1,Alcohol,Alcohol - Spirits,Whisky Single Malt,Trafalgar
1332,Glenfiddich 12yr Single Malt,GlenfButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
93,Glenfiddich 12yr Whisky (Component),GlenfBott,22.6,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Single Malt,Casa Juilia plc
1335,Glenlivet Founders Reserve,LivetButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1334,Glenlivet Founders Reserve Double,Livet50ml,1.76358,9.9,50ml,1,Alcohol,Alcohol - Spirits,Whisky Single Malt,Trafalgar
1333,Glenlivet Founders Reserve Single,Livet25ml,0.88179,4.95,25ml,1,Alcohol,Alcohol - Spirits,Whisky Single Malt,Trafalgar
94,Glenlivet Founders Reserve Whisky (Component),LivetBott,24.7,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Single Malt,Casa Juilia plc
1392,Gold Jose Cuervo,GJoseButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
7,Gold One Off Subscription,Gd1OffSub,0,150,Each,1,Packages,,,Trafalgar
2,Gold Subscription,GoldSub,0,140,Each,1,Packages,,,Trafalgar
1265,Gosling Black Double,Goslin50ml,1.22808,9.3,50ml,1,Alcohol,Alcohol - Spirits,Rum Dark,Trafalgar
1266,Gosling Black Seal Dark Rum,GoslinButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1264,Gosling Black Single,Goslin25ml,0.61404,4.65,25ml,1,Alcohol,Alcohol - Spirits,Rum Dark,Trafalgar
73,Goslings Black Seal Rum (Component),GoslinBott,17.2,0,ML,0.0014,Alcohol,Alcohol - Spirits,Rum Dark,Casa Juilia plc
9012,Gothic Burger,GothBurger,0,16,Each,1,Food,Hot Food,,Trafalgar
1248,Graham LBV Port,GrahButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1247,Graham LBV Port Double,Grah50ml,0.58696,4.05,50ml,1,Alcohol,Alcohol - Spirits,Port,Trafalgar
1246,Graham LBV Port Single,Grah25ml,0.29304,2,25ml,1,Alcohol,Alcohol - Spirits,Port,Trafalgar
52,Grahams LBV Port (Component),GrahBott,8.8,0,ML,0.0014,Alcohol,Alcohol - Spirits,Port,Casa Juilia plc
1304,Grey Goose Double,GreyG50ml,1.81356,9.9,50ml,1,Alcohol,Alcohol - Spirits,Vodka,Trafalgar
1303,Grey Goose Single,GreyG25ml,0.90678,4.95,25ml,1,Alcohol,Alcohol - Spirits,Vodka,Trafalgar
1305,Grey Goose Vodka,GreyGButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
84,Grey Goose Vodka (Component),GreyGBott,25.4,0,ML,0.0014,Alcohol,Alcohol - Spirits,Vodka,Casa Juilia plc
1030,Guest Beer (Button),GuestButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1109,Guest Beer Half,GuestHalf,0.862125,4,HP,1,Alcohol,Alcohol - Beer,Kegs,Euroboozer Ltd
1113,Guest Beer Keg (Component),GuestKeg,90.75,0,Pint,0.0189,Alcohol,Alcohol - Beer,Kegs,Euroboozer Ltd
1110,Guest Beer Pint,GuestPint,1.715175,8,Pint,1,Alcohol,Alcohol - Beer,Kegs,Euroboozer Ltd
9013,Halloween Cupcakes,HallCupcak,0,3.45,Each,1,Snacks,,,Trafalgar
9015,HalloweenCuisine,Halloween,0,0,Each,1,Food,,,Trafalgar
9068,Hattingley Event,HattEvent,0,60,Each,1,Packages,,,Trafalgar
1510,Hattingley Valley Blanc de Blanc,014HattBla,0,35,Each,1,Merchandise,,,Trafalgar
1511,Hattingley Wines,HattWines,0,0,Each,1,Parent Sale Button,,,Trafalgar
1256,Havana Club 3yr Double,Hava3y50ml,1.04958,9.3,50ml,1,Alcohol,Alcohol - Spirits,Rum White,Trafalgar
1257,Havana Club 3yr Rum,HavaButt,0.000694,4.65,25ml,1,Parent Sale Button,,,Trafalgar
70,Havana Club 3yr Rum (Component),Hav3yBott,14.7,0,ML,0.0014,Alcohol,Alcohol - Spirits,Rum White,Casa Juilia plc
1255,Havana Club 3yr Single,Hava3y25ml,0.52479,4.65,25ml,1,Alcohol,Alcohol - Spirits,Rum White,Trafalgar
1280,Havana Club 7yr Double,Hava7y50ml,1.30662,9.3,50ml,1,Alcohol,Alcohol - Spirits,Rum Gold,Trafalgar
1281,Havana Club 7yr Rum,Hava7yButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
77,Havana Club 7yr Rum (Component),Hava7yBott,18.3,0,ML,0.0014,Alcohol,Alcohol - Spirits,Rum Gold,Casa Juilia plc
1279,Havana Club 7yr Single,Hava7y25ml,0.65331,4.65,25ml,1,Alcohol,Alcohol - Spirits,Rum Gold,Trafalgar
1220,Hayman Sloe Double,Hayman50ml,1.200234,9.3,50ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1221,Hayman Sloe Gin,HaymanButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
57,Hayman Sloe Gin (Component),HaymanBott,16.81,0,ML,0.0014,Alcohol,Alcohol - Spirits,Gin,Casa Juilia plc
1219,Hayman Sloe Single,Hayman25ml,0.600117,4.65,25ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
366,Heavenley Honeycomb,Honeycomb,0,3.95,Each,1,Ice Cream,,,Marshfield Farm Ice Cream
1223,Hendricks Double,Hend50ml,1.63506,9.3,50ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1224,Hendricks Gin,HendButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
58,Hendrick's Gin (Component),HendrBott,22.9,0,ML,0.0014,Alcohol,Alcohol - Spirits,Gin,Casa Juilia plc
1222,Hendricks Single,Hend25ml,0.81753,4.65,25ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
337,Hot Chocolate,HotChoco,0.604,3.8,G,1,Hot Drinks,Hot Drinks - Hot Chocolate,,Trafalgar
8036,Hot Chocolate with Marshmallow,ChocMarsh,0.604,3.85,Each,1,Hot Drinks,Hot Drinks - Hot Chocolate,,Trafalgar
333,Hot Drinks,Hot Drinks,0,0,Each,1,Parent Sale Button,,,Trafalgar
404,HotDog NewOrleans,HotDogNewO,0,8,Each,1,Food,Hot Food,,Trafalgar
9017,House Marinated Olives (ve),HouseOlive,0,5.5,Each,1,Food,Hot Food,Winter Menu,Trafalgar
28,Ice Cream,Ice Cream,1.73,0,Each,1,Ice Cream,,,Marshfield Farm Ice Cream
9055,InScreen Arancini Aubergine Thyme Feta (v),IS_AATFeta,0,8.5,Each,1,Food,Hot Food,InScreen Menu,Trafalgar
9056,InScreen Arancini Beef Ragu,IS_BeeRagu,0,8.5,Each,1,Food,Hot Food,InScreen Menu,Trafalgar
990,InScreen Assorted Raisins,ISRaisins,1.95,4.1,Each,1,Confectionary,,,Trafalgar
1489,InScreen Bodegas Santa Ana Bottle,ISMalb750,6.45,29,Bottle,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
986,InScreen Coca-Cola Icon Contour,ISIconCoke,0.63,4.15,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Casa Juilia plc
987,InScreen Coca-Zero Icon Contour,ISIconZero,0.55,4.15,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Casa Juilia plc
991,InScreen Dark Chocolate Malt Balls,ISMaltBall,1.95,4.1,Each,1,Confectionary,,,Trafalgar
1486,InScreen Frost Pocket Sauv Bottle,ISFrost750,6.15,25,Bottle,1,Alcohol,Alcohol - Wine,White Wines,Enotria
1473,InScreen Grapefruit G&T Can,ISGrapeG&T,1.4625,5.2,Each,1,Alcohol,Alcohol - Cans,,Trafalgar
1490,InScreen Joe and Sephs All Flavours,ISJoeSepth,1.73,4.95,Each,1,Popcorn,,,Joe & Seph's
1479,InScreen Kingsdown Sparkling Water,ISWaterSpa,0.34,3.5,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Trafalgar
1478,InScreen Kingsdown Still Water,ISWaterSti,0.34,3.5,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Trafalgar
9054,InScreen Lamb Croquettes,IS_LamCroq,0,9.5,Each,1,Food,Hot Food,InScreen Menu,Trafalgar
1474,InScreen Lime & Vodka Can,ISLimeVodk,1.4625,5.2,Each,1,Alcohol,Alcohol - Cans,,Trafalgar
1475,InScreen Luscombe Raspberry,ISLusRasp,0.8,4,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Trafalgar
1476,InScreen Luscombe Sicilian Lemonade,ISLusLemon,0.93,4,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Trafalgar
1477,InScreen Luscombe St Clements,ISLusClem,0.9,4,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Trafalgar
9051,InScreen Padron Peppers & Smoked Sea Salt,IS_Peppers,0,6.5,Each,1,Food,Hot Food,InScreen Menu,Trafalgar
9052,InScreen Parmesan Truffle Chips (v),IS_TruChip,0,6,Each,1,Food,Hot Food,InScreen Menu,Trafalgar
1487,InScreen Picpoul de Pinet Bottle,ISPinet750,6.57,29,Bottle,1,Alcohol,Alcohol - Wine,White Wines,Enotria
9059,InScreen Plant Based Burger (v),IS_PlantBu,0,14.5,Each,1,Food,Hot Food,InScreen Menu,Trafalgar
1472,InScreen Rum & Ginger Can,ISGingRum,1.4625,5.2,Each,1,Alcohol,Alcohol - Cans,,Trafalgar
989,InScreen Sherbet Lemons,ISSherbetL,1.55,4.1,Each,1,Confectionary,,,Trafalgar
9053,InScreen Sweet Potato Fries (ve),IS_SwFries,0,6,Each,1,Food,Hot Food,InScreen Menu,Trafalgar
9058,InScreen The Chiswick Cinema Double Burger,IS_DBurger,0,16,Each,1,Food,Hot Food,InScreen Menu,Trafalgar
9057,InScreen The Chiswick Hotdog,IS_Hotdog,0,10.5,Each,1,Food,Hot Food,InScreen Menu,Trafalgar
1488,InScreen Tinto Sobre Lias Bottle,ISTinto750,5.1,24,Bottle,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
988,InScreen Vegan Fruit Jelly,ISFruJelly,1.4,4.1,Each,1,Confectionary,,,Trafalgar
1383,Jack Daniels,JackDButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1382,Jack Daniels Double,JackD50ml,1.19952,9.7,50ml,1,Alcohol,Alcohol - Spirits,Whisky America,Trafalgar
1381,Jack Daniels Single,JackD25ml,0.59976,4.85,25ml,1,Alcohol,Alcohol - Spirits,Whisky America,Trafalgar
110,Jack Daniels Whisky (Component),JackDBott,16.8,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky America,Casa Juilia plc
1362,Jameson Irish,JmasonButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1361,Jameson Irish Double,Jmason50ml,1.19238,9.7,50ml,1,Alcohol,Alcohol - Spirits,Whisky Irish,Trafalgar
1360,Jameson Irish Single,Jmason25ml,0.59619,4.85,25ml,1,Alcohol,Alcohol - Spirits,Whisky Irish,Trafalgar
103,Jameson Irish Whisky (Component),JmasonBott,16.7,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Irish,Casa Juilia plc
16,Joe and Seph Popcorn (Component),Joe&Seph,1.73,0,Each,1,Popcorn,,,Joe & Seph's
2003,Joe and Sephs All Flavours,JoeSepths,1.73,4.95,Each,1,Popcorn,,,Joe & Seph's
1355,Johnny Walker Black Double,JBlack50ml,1.3923,9.7,50ml,1,Alcohol,Alcohol - Spirits,Whisky Blended,Trafalgar
1356,Johnny Walker Black Label,JBlackButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1354,Johnny Walker Black Single,JBlack25ml,0.69615,4.85,25ml,1,Alcohol,Alcohol - Spirits,Whisky Blended,Trafalgar
101,Johnny Walker Black Whisky (Component),JBlackBott,19.5,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Blended,Casa Juilia plc
1352,Johnny Walker Red Double,JRed50ml,1.05672,9.7,50ml,1,Alcohol,Alcohol - Spirits,Whisky Blended,Trafalgar
1353,Johnny Walker Red Label,JRedButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1351,Johnny Walker Red Single,JRed25ml,0.52836,4.85,25ml,1,Alcohol,Alcohol - Spirits,Whisky Blended,Trafalgar
100,Johnny Walker Red Whisky (Component),JRedBott,14.8,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Blended,Casa Juilia plc
11,Joint Founders One Off Subscription,JF1OffSub,0,850,Each,1,Packages,,,Trafalgar
10,Joint Founders Subscription,JtFoundSub,0,750,Each,1,Packages,,,Trafalgar
1391,Jose Cuervo Reposado Double,GJose50ml,1.00317,9.7,50ml,1,Alcohol,Alcohol - Spirits,Tequila Gold,Trafalgar
1390,Jose Cuervo Reposado Single,GJose25ml,0.501585,4.85,25ml,1,Alcohol,Alcohol - Spirits,Tequila Gold,Trafalgar
113,Jose Cuervo Reposado Tequila (Component),GJoseBott,14.05,0,ML,0.0014,Alcohol,Alcohol - Spirits,Tequila Gold,Casa Juilia plc
116,Jose Cuervo Silver Tequila (Component),SJoseBott,14.05,0,ML,0.0014,Alcohol,Alcohol - Spirits,Tequila Silver,Casa Juilia plc
1401,Jose Curevo Silver,SJoseButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1400,Jose Curevo Silver Double,SJose50ml,1.00317,9.7,50ml,1,Alcohol,Alcohol - Spirits,Tequila Silver,Trafalgar
1399,Jose Curevo Silver Single,SJose25ml,0.501585,4.85,25ml,1,Alcohol,Alcohol - Spirits,Tequila Silver,Trafalgar
