Item Code,Description,Short Desc.,$ Cost,$ Retail,Sale UOM Code,Sale UOM Conv,Item Class,Item Class 2,Item Class 3,Vendor
9021,10% Off Classic Drinks Discount,10ClassAlc,0,0,Each,1,Comps,,,Trafalgar
9022,12% Off Gold Drinks Disc,12GoldAlc,0,0,Each,1,Comps,,,Trafalgar
9020,12% Off Gold Food Discount,12GoldFood,0,0,Each,1,Comps,,,Trafalgar
9024,15% Off Founders Drinks Discount,15FndrDr,0,0,Each,1,Comps,,,Trafalgar
9023,15% Off Founders Food Discount,15FndrFood,0,0,Each,1,Comps,,,Trafalgar
1507,"2013 Demi-Sec, Hattingley Valley",013DemiSec,0,30,Each,1,Merchandise,,,Trafalgar
1508,2018 Hattingley Valley Rose,018HattRos,0,30,Each,1,Merchandise,,,Trafalgar
9062,2021 Christmas Gift Vouchers,XmasGift,0,0,Each,1,Comps,,,Trafalgar
9017,40% Staff Food Discount,F&B_40%,0,0,Each,1,Comps,,,Trafalgar
1292,Absolut Double,Abs50ml,0.91392,9.3,50ml,1,Alcohol,Alcohol - Spirits,Vodka,Trafalgar
1291,Absolut Single,Abs25ml,0.45696,4.65,25ml,1,Alcohol,Alcohol - Spirits,Vodka,Trafalgar
81,Absolut Vodka (Component),AbsBott,12.8,0,ML,0.0014,Alcohol,Alcohol - Spirits,Vodka,Casa Juilia plc
1293,Absolute Vodka,AbsButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
9034,Add On,AddOnButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
9035,Add On Sweet Potatoes,AddSWPotat,0,1.5,Each,1,Food,,,Trafalgar
179,Alcohol Free Brooklyn,AFBrooklyn,0.9225,5.5,Each,1,Alcohol,Alcohol - Beer,,Euroboozer Ltd
960,All 3 Cheeses,3Cheeses,0,12.5,Each,1,Food,Hot Food,,Trafalgar
388,Almond Milk,Almond,0,0,Each,1,Hot Drinks,,,Trafalgar
186,Amalfi Spritz,AmalfiSpri,1.295679,12.5,Each,1,Alcohol,,,Trafalgar
119,Amaretto Disaronno (Component),DisaroBott,13.8,0,ML,0.0014,Alcohol,Alcohol - Spirits,Liqueur,Casa Juilia plc
1409,Amaretto Disaronno Double,Disaro50ml,0.98532,4,50ml,1,Alcohol,Alcohol - Spirits,Liqueur,Trafalgar
334,Americano,Americano ,0.05992,2.9,G,1,Hot Drinks,Hot Drinks - Coffee,,Trafalgar
127,Angostura Bitters (Component),AngBott,9.3,0,ML,0.005,Alcohol,Alcohol - Spirits,Bitters,Casa Juilia plc
128,Angostura Orange Bitters (Component),AngOraBott,6.3,0,ML,0.01,Alcohol,Alcohol - Spirits,Bitters,Casa Juilia plc
23,Aperol (Component),AperolBott,10.25,0,ML,0.0014,Alcohol,Alcohol - Spirits,Aperatifs,Casa Juilia plc
813,Aperol Spritz,Aper Sprz,1.99675,12.5,Each,1,Alcohol,,,Enotria
1104,Apple Sultana Hazelnut Crumble,AppCrumble,0,7.5,Each,1,Food,Desserts,,Trafalgar
1052,Apple Tart,AppleTart,0,3.5,Each,1,Food,Desserts,,Trafalgar
44,Appletiser,Appletiser,0.66,4,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Casa Juilia plc
9023,"Arancini, Aubergine, Thyme Feta (v)",AATFeta,0,8.5,Each,1,Food,Hot Food,Winter Menu,Trafalgar
9024,"Arancini, Beef Ragu",BeefRagu,0,8.5,Each,1,Food,Hot Food,Winter Menu,Trafalgar
411,Assorted Raisins,Raisins,1.95,4.1,Each,1,Confectionary,,,Trafalgar
1325,Auchentoshan Double,Auche50ml,2.55612,13.9,50ml,1,Alcohol,Alcohol - Spirits,Whisky Single Malt,Trafalgar
1324,Auchentoshan Single,Auche25ml,1.27806,6.95,25ml,1,Alcohol,Alcohol - Spirits,Whisky Single Malt,Trafalgar
1326,Auchentoshan Three Wood Single Malt,AucheButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
91,Auchentoshan Three Wood Whisky (Component),AucheBott,35.8,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Single Malt,Casa Juilia plc
1208,Aviation Gin,AviatButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
53,Aviation Gin (Component),AviatBott,24.95,0,ML,0.0014,Alcohol,Alcohol - Spirits,Gin,Casa Juilia plc
1207,Aviation Gin Double,Aviat50ml,1.78143,9.3,50ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1206,Aviation Gin Single,Aviat25ml,0.890715,4.65,25ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1262,Bacardi Black Double,BacaBl50ml,1.162392,9.3,50ml,1,Alcohol,Alcohol - Spirits,Rum Dark,Trafalgar
1263,Bacardi Black Rum,BacaBlButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
72,Bacardi Black Rum (Component),BacaBlBott,16.28,0,ML,0.0014,Alcohol,Alcohol - Spirits,Rum Dark,Casa Juilia plc
1261,Bacardi Black Single,BacaBl25ml,0.581196,4.65,25ml,1,Alcohol,Alcohol - Spirits,Rum Dark,Trafalgar
1283,Bacardi Carta Fuego Double,Fuego50ml,1.162392,9.3,50ml,1,Alcohol,Alcohol - Spirits,Rum Flavoured,Trafalgar
1284,Bacardi Carta Fuego Rum,FuegoButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
78,Bacardi Carta Fuego Rum (Component),FuegoBott,16.28,0,ML,0.0014,Alcohol,Alcohol - Spirits,Rum Flavoured,Casa Juilia plc
1282,Bacardi Carta Fuego Single,Fuego25ml,0.581196,4.65,25ml,1,Alcohol,Alcohol - Spirits,Rum Flavoured,Trafalgar
1271,Bacardi Cuatro 4yr Double,Cuatro50ml,1.15668,9.3,50ml,1,Alcohol,Alcohol - Spirits,Rum Gold,Trafalgar
1272,Bacardi Cuatro 4yr Rum,CuatroButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
74,Bacardi Cuatro 4yr Rum (Component),CuatroBott,16.2,0,ML,0.0014,Alcohol,Alcohol - Spirits,Rum Gold,Casa Juilia plc
1270,Bacardi Cuatro 4yr Single,Cuatro25ml,0.57834,4.65,25ml,1,Alcohol,Alcohol - Spirits,Rum Gold,Trafalgar
1250,Bacardi White Double,Bacard50ml,0.97104,9.3,50ml,1,Alcohol,Alcohol - Spirits,Rum White,Trafalgar
1251,Bacardi White Rum,BacardButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
69,Bacardi White Rum (Component),BacardBott,13.6,0,ML,0.0014,Alcohol,Alcohol - Spirits,Rum White,Casa Juilia plc
1249,Bacardi White Single,Bacard25ml,0.48552,4.65,25ml,1,Alcohol,Alcohol - Spirits,Rum White,Trafalgar
1412,Baileys Double,Bailey50ml,0.77112,4,50ml,1,Alcohol,Alcohol - Spirits,Liqueur,Trafalgar
120,Baileys Irish Cream (Component),BaileyBott,10.8,0,ML,0.0014,Alcohol,Alcohol - Spirits,Liqueur,Casa Juilia plc
1096,Baked loaf slice,Load Slice,0,3.95,Each,1,Snacks,Desserts,,Trafalgar
401,BangBang Veg Salad,BBVegSalad,0,8.5,Each,1,Food,Hot Food,,Trafalgar
1448,Beefeater Blood Orange,BeefOrButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
62,Beefeater Blood Orange (Component),BeefOrBott,15.45,0,ML,0.0014,Alcohol,Alcohol - Spirits,Gin Flavoured,Casa Juilia plc
1447,Beefeater Blood Orange Double,BeefOr50ml,1.10313,9.3,50ml,1,Alcohol,Alcohol - Spirits,Gin Flavoured,Trafalgar
1446,Beefeater Blood Orange Single,BeefOr25ml,0.551565,4.65,25ml,1,Alcohol,Alcohol - Spirits,Gin Flavoured,Trafalgar
1211,Beefeater Gin,BeefButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
54,Beefeater Gin (Component),BeefBott,12.7,0,ML,0.0014,Alcohol,Alcohol - Spirits,Gin,Casa Juilia plc
1210,Beefeater Gin Double,Beef50ml,0.90678,8.5,25ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1209,Beefeater Gin Single,Beef25ml,0.45339,4.25,25ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1503,Beer Cans Givaway,BeerCans,0,3.5,Each,1,Alcohol,,,Trafalgar
196,Bellini Champ Fizz,Bellini,1.0234,20,Each,1,Alcohol,,,Trafalgar
1295,Belvedere Double,Belv50ml,1.776432,9.3,50ml,1,Alcohol,Alcohol - Spirits,Vodka,Trafalgar
1294,Belvedere Single,Belv25ml,0.888216,4.65,25ml,1,Alcohol,Alcohol - Spirits,Vodka,Trafalgar
1296,Belvedere Vodka,BelvButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
82,Belvedere Vodka (Component),BelvBott,24.88,0,ML,0.0014,Alcohol,Alcohol - Spirits,Vodka,Casa Juilia plc
1081,Benders 9oz & 12oz Sip Lid 1x1000 (8650098),Lids,19.75,0,Each,1,Hot Drinks,,,Cafe Praego
1298,Black Cow Double,BCow50ml,1.40301,9.3,50ml,1,Alcohol,Alcohol - Spirits,Vodka,Trafalgar
1297,Black Cow Single,BCow25ml,0.701505,4.65,25ml,1,Alcohol,Alcohol - Spirits,Vodka,Trafalgar
1299,Black Cow Vodka,BCowButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
83,Black Cow Vodka (Component),BCowBott,19.65,0,ML,0.0014,Alcohol,Alcohol - Spirits,Vodka,Casa Juilia plc
219,Black Pudding Sausage Roll,Black Pud,2.95,6,Each,1,Food,Small Plates,,Trafalgar
326,Bodegas Santa Ana,MalbButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
830,Bodegas Santa Ana (Component),MalbBott,6.45,0,ML,0.0013,Alcohol,Alcohol - Wine,Red Wines,Enotria
643,Bodegas Santa Ana 125ml,Malb125ml,1.075215,5.15,125ml,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
823,Bodegas Santa Ana 175ml,Malb175ml,1.504785,6.95,175ml,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
831,Bodegas Santa Ana 250ml,Malb250ml,2.149785,9.75,250ml,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
834,Bodegas Santa Ana 750ml,Malb750ml,6.45,29,Bottle,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
1214,Bombay Gin Double,Bombay50ml,1.1067,9.3,50ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1213,Bombay Gin Single,Bombay25ml,0.55335,4.65,25ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1215,Bombay Sapphire Gin,BombayButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
55,Bombay Sapphire Gin (Component),BombayBott,15.5,0,ML,0.0014,Alcohol,Alcohol - Spirits,Gin,Casa Juilia plc
14,Booking Fee,BookingFee,0,0,Each,1,Merchandise,,,Trafalgar
9016,"Bread, Blasamic Olive Oil (ve)",BreadOlive,0,5,Each,1,Food,Hot Food,Winter Menu,Trafalgar
217,Breads Balsamic Oil,Bread Oil,0,5,Each,1,Food,Small Plates,,Trafalgar
317,Briccotondo Barbera,BriccButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
840,Briccotondo Barbera (Component),BriccBott,8.25,0,ML,0.0013,Alcohol,Alcohol - Wine,Red Wines,Enotria
843,Briccotondo Barbera 125ml,Bricc125ml,1.375275,7,125ml,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
842,Briccotondo Barbera 175ml,Bricc175ml,1.924725,9.8,175ml,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
841,Briccotondo Barbera 250ml,Bricc250ml,2.749725,12.6,250ml,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
844,Briccotondo Barbera 750ml,Bricc750ml,8.25,38,Bottle,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
184,Brooklyn Stonewall IPA,BrooklynSt,1.4325,5.5,Each,1,Alcohol,Alcohol - Beer,,Euroboozer Ltd
1067,BSC Elderflower Syrup,Syrup ,5.41,0,Each,1,Hot Drinks,,,Cafe Praego
1069,BSC Passionfruit Syrup,Passionfru,6.25,0,Each,1,Hot Drinks,,,Cafe Praego
1068,BSC Raspberry Syrup, Raspberry,6.25,0,Each,1,Hot Drinks,,,Cafe Praego
1070,BSC Strawberry Shrub Syrup x,Shrub Syru,6.25,0,Each,1,Hot Drinks,,,Cafe Praego
1071,BSC Watermelon Syrup,Watermelo,6.75,0,Each,1,Hot Drinks,,,Cafe Praego
808,Bubbly,Bubbly,0,0,Each,1,Alcohol,Alcohol - Wine,,Enotria
1368,Buffalo Trace,TraceButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1367,Buffalo Trace Double,Trace50ml,1.19238,9.7,50ml,1,Alcohol,Alcohol - Spirits,Whisky Bourbon,Trafalgar
1366,Buffalo Trace Single,Trace25ml,0.59619,4.85,25ml,1,Alcohol,Alcohol - Spirits,Whisky Bourbon,Trafalgar
105,Buffalo Trace Whisky (Component),TraceBott,16.7,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Bourbon,Casa Juilia plc
1371,Bulleit Bourbon,BulleiButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1370,Bulleit Bourbon Double,Bullei50ml,1.51368,9.7,50ml,1,Alcohol,Alcohol - Spirits,Whisky Bourbon,Trafalgar
1369,Bulleit Bourbon Single,Bullei25ml,0.75684,4.85,25ml,1,Alcohol,Alcohol - Spirits,Whisky Bourbon,Trafalgar
106,Bulleit Bourbon Whisky (Component),BulleiBott,21.2,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Bourbon,Casa Juilia plc
182,Burning Sky Arise,BurnSkyari,45.64,0,Each,1,Alcohol,Alcohol - Beer,,Euroboozer Ltd
1094,Burning Sky Arise can,SkyArisCan,0.9225,6.5,Each,1,Alcohol,Alcohol - Beer,,Euroboozer Ltd
662,Burning Sky Arise Half,BurningHal,0,4.5,Each,1,Alcohol,Alcohol - Beer,,Trafalgar
663,Burning Sky Arise Pint,BurningPin,0,9,Each,1,Alcohol,Alcohol - Beer,,Trafalgar
9061,Burns Nights Special,BurnsNight,0,50,Each,1,Food,,,Trafalgar
298,"Burrata, Fennel, Orange and Beetroot",Burrata,0,9.5,Each,1,Food,Small Plates,,Trafalgar
1055,Caffe Praego Decaf Shots,Decaf Shot,25.6,0,Each,1,Hot Drinks,,,Cafe Praego
1082,Caffe Praego Decaf Shots 100x7g ,Decafshots,25.6,0,Each,1,Hot Drinks,,,Cafe Praego
1083,Caffe Praego Inzozi Beans 12x500g,Beans,77.4,0,Each,1,Hot Drinks,,,Cafe Praego
9014,Cake Pops,CakePops,0,2.75,Each,1,Snacks,,,Trafalgar
360,Cakes,Cakes,0,0,Each,1,Food,Desserts,,Trafalgar
129,Campari (Component),CamparBott,11.5,0,ML,0.0014,Alcohol,Alcohol - Spirits,Aperatifs,Casa Juilia plc
1433,Campari Double,Campa50ml,0.8211,4,50ml,1,Alcohol,Alcohol - Spirits,Aperatifs,Trafalgar
1091,Canderel Sachets 1x1000,Canderel ,11.8,0,Each,1,Hot Drinks,,,Cafe Praego
335,Cappuccino,Cappuccino,0.05992,3.6,G,1,Hot Drinks,Hot Drinks - Coffee,,Trafalgar
1000,Caramalized Apple Frangipane,ApplFrangi,0,4,Each,1,Food,Desserts,,Trafalgar
9037,Carnival DIPA,CarnivalPA,2.49,5.5,Each,1,Alcohol,Alcohol - Beer,,Euroboozer Ltd
362,Carrot Cake,CarrotCake,0,3.95,Each,1,Snacks,,,Trafalgar
961,Cashel Blue,CashelBlue,0,4.5,Each,1,Food,Hot Food,,Trafalgar
309,Chablis Joseph Drouhin,ChabButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
780,Chablis Joseph Drouhin (Component),ChabBott,10.9,0,ML,0.0013,Alcohol,Alcohol - Wine,White Wines,Enotria
781,Chablis Joseph Drouhin 125ml,Chab125ml,1.81703,8.5,125ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
782,Chablis Joseph Drouhin 175ml,Chab175ml,2.54297,11.5,175ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
783,Chablis Joseph Drouhin 250ml,Chab250ml,3.63297,15,250ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
784,Chablis Joseph Drouhin 750ml,Chab750ml,10.9,45,Bottle,1,Alcohol,Alcohol - Wine,White Wines,Enotria
121,Chambord (Component),ChambBott,18.1,0,ML,0.0014,Alcohol,Alcohol - Spirits,Liqueur,Casa Juilia plc
1415,Chambord Double,Chamb50ml,1.29234,4,50ml,1,Alcohol,Alcohol - Spirits,Liqueur,Trafalgar
562,Charcuterie Main,Char Main,0,15,Each,1,Food,Small Plates,,Trafalgar
560,Charcuterie Plate,Charcute,0,0,Each,1,Food,Small Plates,,Trafalgar
561,Charcuterie Starter,Char Start,0,7,Each,1,Food,Small Plates,,Trafalgar
1451,Chase Pink Grapefruit & Pomelo,ChaPnkButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1450,Chase Pink Grapefruit & Pomelo Double,ChaPnk50ml,1.99206,9.3,50ml,1,Alcohol,Alcohol - Spirits,Gin Flavoured,Trafalgar
63,Chase Pink Grapefruit & Pomelo Gin (Component),ChaPnkBott,27.9,0,ML,0.0014,Alcohol,Alcohol - Spirits,Gin Flavoured,Casa Juilia plc
1449,Chase Pink Grapefruit & Pomelo Single,ChaPnk25ml,0.99603,4.65,25ml,1,Alcohol,Alcohol - Spirits,Gin Flavoured,Trafalgar
1454,Chase Rhubarb & Bramley Apple,ChaRbhButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1453,Chase Rhubarb & Bramley Apple Double,ChaRbh50ml,1.97421,9.3,50ml,1,Alcohol,Alcohol - Spirits,Gin Flavoured,Trafalgar
64,Chase Rhubarb & Bramley Apple Gin (Component),ChaRhbBott,27.65,0,ML,0.0014,Alcohol,Alcohol - Spirits,Gin Flavoured,Casa Juilia plc
1452,Chase Rhubarb & Bramley Apple Single,ChaRbh25ml,0.987105,4.65,25ml,1,Alcohol,Alcohol - Spirits,Gin Flavoured,Trafalgar
959,Cheese Plate,CheesePlat,0,0,Each,1,Food,Hot Food,,Trafalgar
1097,Cheese Twists,CheeseTwis,0,2.8,Each,1,Food,Desserts,,Trafalgar
9062,Chinese NewYear Special,ChineseNY,0,55,Each,1,Food,,,Trafalgar
1346,Chivas 18yr Double,Chivas50ml,3.41292,17,50ml,1,Alcohol,Alcohol - Spirits,Whisky Blended,Trafalgar
1345,Chivas 18yr Single,Chivas25ml,1.70646,8.5,25ml,1,Alcohol,Alcohol - Spirits,Whisky Blended,Trafalgar
1347,Chivas Regal 18yr ,ChivasButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
98,Chivas Regal 18yr Whisky (Component),ChivasBott,47.8,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Blended,Casa Juilia plc
357,Chocolate Beetroot Loaf,ChocBeetro,0,3.95,Each,1,Snacks,,,Trafalgar
30,Chocolate Heaven,Chocolate,0.46,3.95,Each,1,Ice Cream,,,Marshfield Farm Ice Cream
9999,Christmas Gift Voucher,XMasVouch,0,16,Each,1,Merchandise,,,Trafalgar
8034,Christmas Mince Pies,XMincePie,1.5,2.85,Each,1,Snacks,Snacks - Pastries,,Trafalgar
8035,Christmas Slices,XSlices,1.875,2.85,Each,1,Snacks,Snacks - Pastries,,Trafalgar
10002,Classic £1 Off Beverage,Class£1,0,0,Each,1,Comps,,,Trafalgar
197,Classic Champ Fizz,ClassicFiz,1.3024,20,Each,1,Alcohol,,,Trafalgar
6,Classic One Off Subscription,Clsc1OfSub,0,100,Each,1,Packages,,,Trafalgar
1,Classic Subscription,ClascSub,0,90,Each,1,Packages,,,Trafalgar
1004,Coca-Cola Icon Contour,IconCoke,0.63,4.15,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Casa Juilia plc
146,Coca-Cola Icon Contour Bottle,IconButt,0,0,Each,1,Parent Sale Button,,,Casa Juilia plc
147,Coca-Cola Zero Icon Contour,IconZero,0.55,4.15,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Casa Juilia plc
1470,Cocchi Vermouth Di Torino(Component),CocVerBott,12.8,0,ML,0.0014,Alcohol,Alcohol - Spirits,Vermouth,Casa Juilia plc
212,Cocktail Above The Clouds,AboveCloud,2.1211,12.5,Each,1,Alcohol,,,Trafalgar
207,Cocktail Cocchi Americano,Americano,1.0206,12.5,Each,1,Alcohol,,,Trafalgar
211,Cocktail Cosmopolitan,Cosmo,4.32424,12.5,Each,1,Alcohol,,,Trafalgar
206,Cocktail Espresso Martini,Esp Martin,1.6037,12.5,Each,1,Alcohol,,,Trafalgar
213,Cocktail Honey Bee,HoneyBee,1.407,12.5,Each,1,Alcohol,,,Trafalgar
200,Cocktail Long Island Ice Tea,Long Islan,1.60335,12.5,Each,1,Alcohol,,,Trafalgar
214,Cocktail Mai Tai,MaiTai,1.24145,12.5,Each,1,Alcohol,,,Trafalgar
210,Cocktail Manhattan,Manhattan,2.2706,12.5,Each,1,Alcohol,,,Trafalgar
203,Cocktail Mojito,Mojito,1.3356,12.5,Each,1,Alcohol,,,Trafalgar
209,Cocktail Moscow Mule,MoscowMule,1.653,12.5,Each,1,Alcohol,,,Trafalgar
204,Cocktail Negroni,Negroni,1.53475,12.5,Each,1,Alcohol,,,Trafalgar
205,Cocktail Old Fashioned,OldFash,1.88,12.5,Each,1,Alcohol,,,Trafalgar
1502,Cocktail Special,C.Special,1.2446,8,Each,1,Alcohol,,,Trafalgar
208,Cocktail Vesper,Vesper,1.63016,12.5,Each,1,Alcohol,,,Trafalgar
450,Cocktails,Cocktails,0,0,Each,1,Parent Sale Button,,,Trafalgar
390,Coconut Milk,Coconut,0,0,Each,1,Hot Drinks,,,Trafalgar
400,Cods Roe,CodsRoe,0,5,Each,1,Food,Hot Food,,Trafalgar
260,Coffee Beans (Component),CoffeeBean,7.49,0,G,0.001,Hot Drinks,,,Trafalgar
122,Cointreau (Component),CointrBott,15.8,0,ML,0.0014,Alcohol,Alcohol - Spirits,Liqueur,Casa Juilia plc
1418,Cointreau Double,Cointr50ml,1.12812,4,50ml,1,Alcohol,Alcohol - Spirits,Liqueur,Trafalgar
46,Coke Bibs (Component),CokeBIB,60.25,0,Oz,0.0041,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
8054,Coke Post Mix,CokeButt,0,0,Each,1,Parent Sale Button,,,Casa Juilia plc
319,Columbia Valley Cabernet,CaberButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
890,Columbia Valley Cabernet (Component),CaberBott,9.89,0,ML,0.0013,Alcohol,Alcohol - Wine,,Enotria
895,Columbia Valley Cabernet 125ml,Caber125ml,1.648663,8.5,125ml,1,Alcohol,Alcohol - Wine,,Enotria
896,Columbia Valley Cabernet 175ml,Caber175ml,2.307337,11.5,175ml,1,Alcohol,Alcohol - Wine,,Enotria
897,Columbia Valley Cabernet 250ml,Caber250ml,3.296337,15,250ml,1,Alcohol,Alcohol - Wine,,Enotria
898,Columbia Valley Cabernet 750ml,Caber750ml,9.89,45,Bottle,1,Alcohol,Alcohol - Wine,,Enotria
308,Columbia Valley Chardonnay,ChardButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
745,Columbia Valley Chardonnay (Component),ChardBott,9.15,0,ML,0.0013,Alcohol,Alcohol - Wine,White Wines,Enotria
747,Columbia Valley Chardonnay 125ml,Chard125ml,1.525305,8.5,125ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
748,Columbia Valley Chardonnay 175ml,Chard175ml,2.134695,11.5,175ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
778,Columbia Valley Chardonnay 250ml,Chard250ml,3.049695,15,250ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
749,Columbia Valley Chardonnay 750ml,Chard750ml,9.15,45,Bottle,1,Alcohol,Alcohol - Wine,White Wines,Enotria
10001,Comp Ticket,Comp Ticke,0,0,Each,1,Comps,,,Trafalgar
359,Cookie,Cookie,0,2.5,Each,1,Snacks,,,Trafalgar
962,Cornish Yarg,CornishYa,0,4.5,Each,1,Food,Hot Food,,Trafalgar
312,Cote de Provence,CotesButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
900,Cote de Provence (Component),CotesBott,7.49,0,ML,0.0013,Alcohol,Alcohol - Wine,Rose Wines,Enotria
901,Cote de Provence 125ml,Cotes125ml,1.248583,5.25,125ml,1,Alcohol,Alcohol - Wine,Rose Wines,Enotria
902,Cote de Provence 175ml,Cotes175ml,1.747417,7.9,175ml,1,Alcohol,Alcohol - Wine,Rose Wines,Enotria
903,Cote de Provence 250ml,Cotes250ml,2.496417,10.5,250ml,1,Alcohol,Alcohol - Wine,Rose Wines,Enotria
904,Cote de Provence 750ml,Cotes750ml,7.49,31.5,Bottle,1,Alcohol,Alcohol - Wine,Rose Wines,Enotria
1202,Courvoisier VSOP,CourvButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
50,Courvoisier VSOP (Component),CourvBott,25.05,0,ML,0.0014,Alcohol,Alcohol - Spirits,Cognac,Casa Juilia plc
1201,Courvoisier VSOP Double,Courv50ml,1.78857,5.5,50ml,1,Alcohol,Alcohol - Spirits,Cognac,Trafalgar
1200,Courvoisier VSOP Single,Courv25ml,0.894285,2.75,25ml,1,Alcohol,Alcohol - Spirits,Cognac,Trafalgar
356,Croissant,Croissant,0,2.6,Each,1,Food,Desserts,,Trafalgar
372,Custard Nata,Nata,0,2,Each,1,Snacks,,,Trafalgar
1328,Dalwhinnie 15yr Double,Dalwh50ml,2.1777,11.4,50ml,1,Alcohol,Alcohol - Spirits,Whisky Single Malt,Trafalgar
1327,Dalwhinnie 15yr Single,Dalwh25ml,1.08885,6.7,25ml,1,Alcohol,Alcohol - Spirits,Whisky Single Malt,Trafalgar
1329,Dalwhinnie 15yr Single Malt,DalwhButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
92,Dalwhinnie 15yr Single Malt Whisky (Component),DalwhBott,30.5,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Single Malt,Casa Juilia plc
1050,Dark Chocolate Brownie,ChocBrowni,0,2.5,Each,1,Snacks,Desserts,,Trafalgar
408,Dark Chocolate Malt Balls,DChocMaltB,1.95,4.1,Each,1,Confectionary,,,Trafalgar
654,Dark Chocolate Mousse,DarkChocMo,0,7,Each,1,Food,Desserts,,Trafalgar
8050,Dash of Coke,CokeDash,0.51815,1.5,Oz,1,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
8055,Dash of Diet Coke,DietDash,0.40095,1.5,Oz,1,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
8060,Dash of Fanta,FantaDash,0.40095,1.5,Oz,1,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
8065,Dash of Lemonade,LemonDash,0.42363,1.5,Oz,1,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
1101,Deposit Founders Private Bookings,DepoFound,0,125,Each,1,Packages,,,Trafalgar
9050,Deposit Gold Private Bookings,DepoGold,0,212,Each,1,Packages,,,Trafalgar
1100,Deposit Private Bookings,DepoPvt,0,250,Each,1,Packages,,,Trafalgar
1350,Dewars 12yr,DewarsButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1349,Dewars 12yr Double,Dewars50ml,1.79928,9.7,50ml,1,Alcohol,Alcohol - Spirits,Whisky Blended,Trafalgar
1348,Dewars 12yr Single,Dewars25ml,0.89964,4.85,25ml,1,Alcohol,Alcohol - Spirits,Whisky Blended,Trafalgar
99,Dewars 12yr Whisky (Component),DewarsBott,25.2,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Blended,Casa Juilia plc
45,Diet Coke Bibs (Component),DietBIB,49.5,0,Oz,0.0041,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
